Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	99%
alnSeq	large	mid	hirschberg	two-bit	4.66	4.66	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.64	0.00	1280	99%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	100%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5120	100%
ssw_test	large	mid	water	NA	0.31	0.31	0.00	47908	100%
alnSeq	large	mid	needle	byte	1.29	1.26	0.02	305976	100%
alnSeq	large	mid	water	byte	1.48	1.46	0.02	306008	100%
alnSeq	large	mid	scan	byte	3.27	3.25	0.02	307980	99%
alnSeq	large	mid	needle	mid	1.19	1.19	0.00	305996	100%
alnSeq	large	mid	water	mid	1.42	1.39	0.02	305980	100%
alnSeq	large	mid	scan	mid	3.71	3.69	0.02	307992	100%
alnSeq	large	mid	needle	fast	0.82	0.82	0.00	306028	100%
alnSeq	large	mid	water	fast	0.83	0.81	0.01	305992	100%
alnSeq	large	mid	scan	fast	3.10	3.08	0.02	307968	99%
bio-align	large	mid	needle	NA	1.44	1.26	0.18	2444152	100%
emboss	large	mid	needle	NA	11.45	11.06	0.39	4898628	99%
emboss	large	mid	water	NA	5.15	4.91	0.22	2458876	99%
alnSeq	large	mid	needle	two-bit	2.78	2.75	0.03	77184	100%
alnSeq	large	mid	water	two-bit	2.59	2.54	0.05	77184	100%
alnSeq	large	mid	scan	two-bit	4.79	4.74	0.04	78976	100%
alnSeq	large	mid	hirschberg	byte	2.79	2.79	0.00	1280	100%
alnSeq	large	mid	hirschberg	two-bit	4.73	4.72	0.00	1152	100%
alnSeq	large	mid	hirschberg	mid	2.64	2.64	0.00	1280	99%
alnSeq	large	mid	hirschberg	fast	0.86	0.86	0.00	1280	100%
bio-align	large	mid	hirschberg	NA	1.39	1.39	0.00	5120	100%
ssw_test	large	mid	water	NA	0.31	0.30	0.00	47904	100%
alnSeq	large	mid	needle	byte	1.29	1.28	0.01	306012	100%
alnSeq	large	mid	water	byte	1.48	1.46	0.02	306020	99%
alnSeq	large	mid	scan	byte	3.34	3.34	0.00	307948	99%
alnSeq	large	mid	needle	mid	1.20	1.16	0.04	306064	100%
alnSeq	large	mid	water	mid	1.42	1.38	0.03	306020	99%
alnSeq	large	mid	scan	mid	3.71	3.69	0.01	307972	99%
alnSeq	large	mid	needle	fast	0.82	0.77	0.05	306068	99%
alnSeq	large	mid	water	fast	0.83	0.82	0.01	306020	99%
alnSeq	large	mid	scan	fast	3.14	3.08	0.04	307996	99%
bio-align	large	mid	needle	NA	1.44	1.26	0.18	2444148	99%
emboss	large	mid	needle	NA	11.27	10.85	0.41	4898568	99%
emboss	large	mid	water	NA	5.14	4.93	0.20	2458656	99%
alnSeq	large	large	needle	two-bit	7.00	6.87	0.12	192640	99%
alnSeq	large	large	water	two-bit	6.53	6.41	0.11	192768	99%
alnSeq	large	large	scan	two-bit	10.74	10.58	0.14	195328	99%
alnSeq	large	large	hirschberg	byte	7.10	7.07	0.02	1280	99%
alnSeq	large	large	hirschberg	two-bit	11.80	11.77	0.02	1152	99%
alnSeq	large	large	hirschberg	mid	6.71	6.66	0.03	1408	99%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.50	3.50	0.00	4992	100%
ssw_test	large	large	water	NA	0.59	0.59	0.00	7060	100%
alnSeq	large	large	needle	byte	3.29	3.23	0.04	768388	99%
alnSeq	large	large	water	byte	3.75	3.68	0.06	768312	99%
alnSeq	large	large	scan	byte	7.26	7.20	0.06	771024	100%
alnSeq	large	large	needle	mid	2.99	2.94	0.04	768404	100%
alnSeq	large	large	water	mid	3.56	3.50	0.05	768328	99%
alnSeq	large	large	scan	mid	8.13	8.02	0.09	770964	99%
alnSeq	large	large	needle	fast	2.07	2.02	0.05	768372	99%
alnSeq	large	large	water	fast	2.08	2.02	0.06	768396	99%
alnSeq	large	large	scan	fast	6.95	6.89	0.05	770972	99%
bio-align	large	large	needle	NA	3.24	2.77	0.46	6142712	99%
emboss	large	large	needle	NA	28.46	27.48	0.97	12295436	99%
emboss	large	large	water	NA	13.53	13.06	0.46	6157316	99%
alnSeq	large	large	needle	two-bit	7.04	6.94	0.09	192768	100%
alnSeq	large	large	water	two-bit	6.54	6.43	0.10	192768	99%
alnSeq	large	large	scan	two-bit	10.68	10.60	0.08	195328	100%
alnSeq	large	large	hirschberg	byte	7.02	7.02	0.00	1280	100%
alnSeq	large	large	hirschberg	two-bit	11.75	11.75	0.00	1152	100%
alnSeq	large	large	hirschberg	mid	6.64	6.64	0.00	1280	100%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.50	3.50	0.00	5120	100%
ssw_test	large	large	water	NA	0.59	0.59	0.00	7060	100%
alnSeq	large	large	needle	byte	3.25	3.19	0.05	768320	100%
alnSeq	large	large	water	byte	3.73	3.65	0.08	768312	99%
alnSeq	large	large	scan	byte	7.20	7.14	0.05	770980	100%
alnSeq	large	large	needle	mid	2.99	2.92	0.07	768404	99%
alnSeq	large	large	water	mid	3.57	3.50	0.06	768288	100%
alnSeq	large	large	scan	mid	8.08	8.03	0.05	771028	99%
alnSeq	large	large	needle	fast	2.09	2.01	0.07	768336	99%
alnSeq	large	large	water	fast	2.08	2.03	0.05	768404	99%
alnSeq	large	large	scan	fast	6.99	6.88	0.10	771012	99%
bio-align	large	large	needle	NA	3.24	2.77	0.46	6142712	100%
emboss	large	large	needle	NA	27.97	26.99	0.97	12295528	99%
emboss	large	large	water	NA	13.39	12.89	0.49	6157080	99%
alnSeq	large	large	needle	two-bit	6.98	6.86	0.11	192640	99%
alnSeq	large	large	water	two-bit	6.53	6.42	0.10	192640	99%
alnSeq	large	large	scan	two-bit	10.69	10.57	0.11	195328	99%
alnSeq	large	large	hirschberg	byte	7.04	7.04	0.00	1408	100%
alnSeq	large	large	hirschberg	two-bit	11.95	11.95	0.00	1152	99%
alnSeq	large	large	hirschberg	mid	6.66	6.65	0.00	1280	99%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	100%
bio-align	large	large	hirschberg	NA	3.53	3.53	0.00	4992	99%
ssw_test	large	large	water	NA	0.56	0.56	0.00	7060	100%
alnSeq	large	large	needle	byte	3.25	3.17	0.07	768316	99%
alnSeq	large	large	water	byte	3.73	3.68	0.05	768360	99%
alnSeq	large	large	scan	byte	7.21	7.16	0.05	771040	99%
alnSeq	large	large	needle	mid	2.99	2.94	0.05	768336	100%
alnSeq	large	large	water	mid	3.56	3.51	0.05	768392	99%
alnSeq	large	large	scan	mid	8.07	7.98	0.09	771040	99%
alnSeq	large	large	needle	fast	2.08	2.02	0.05	768360	99%
alnSeq	large	large	water	fast	2.09	2.04	0.05	768384	99%
alnSeq	large	large	scan	fast	6.94	6.89	0.05	770980	100%
bio-align	large	large	needle	NA	3.33	2.87	0.45	6142712	99%
emboss	large	large	needle	NA	28.57	27.59	0.97	12295508	99%
emboss	large	large	water	NA	13.43	12.95	0.47	6157076	99%
alnSeq	large	large	needle	two-bit	7.11	6.99	0.11	192768	99%
alnSeq	large	large	water	two-bit	6.56	6.47	0.08	192640	99%
alnSeq	large	large	scan	two-bit	10.69	10.53	0.16	195328	99%
alnSeq	large	large	hirschberg	byte	7.19	7.19	0.00	1408	99%
alnSeq	large	large	hirschberg	two-bit	11.81	11.81	0.00	1152	100%
alnSeq	large	large	hirschberg	mid	6.64	6.64	0.00	1280	100%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.50	3.50	0.00	4992	100%
ssw_test	large	large	water	NA	0.56	0.56	0.00	7060	99%
alnSeq	large	large	needle	byte	3.25	3.20	0.05	768360	99%
alnSeq	large	large	water	byte	3.73	3.67	0.05	768332	99%
alnSeq	large	large	scan	byte	7.23	7.17	0.05	770976	99%
alnSeq	large	large	needle	mid	2.99	2.94	0.05	768320	99%
alnSeq	large	large	water	mid	3.57	3.51	0.05	768292	99%
alnSeq	large	large	scan	mid	8.08	8.03	0.04	770972	100%
alnSeq	large	large	needle	fast	2.08	2.01	0.05	768300	99%
alnSeq	large	large	water	fast	2.09	2.04	0.04	768312	100%
alnSeq	large	large	scan	fast	6.95	6.90	0.05	771048	99%
bio-align	large	large	needle	NA	3.24	2.78	0.46	6142716	100%
emboss	large	large	needle	NA	28.11	27.14	0.95	12295600	99%
emboss	large	large	water	NA	13.28	12.80	0.47	6157200	99%
alnSeq	large	large	needle	two-bit	6.99	6.90	0.09	192768	99%
alnSeq	large	large	water	two-bit	6.54	6.45	0.08	192768	100%
alnSeq	large	large	scan	two-bit	10.67	10.56	0.11	195328	100%
alnSeq	large	large	hirschberg	byte	7.01	7.01	0.00	1408	100%
alnSeq	large	large	hirschberg	two-bit	11.75	11.75	0.00	1152	100%
alnSeq	large	large	hirschberg	mid	6.64	6.64	0.00	1280	100%
alnSeq	large	large	hirschberg	fast	2.18	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.50	3.49	0.00	4992	99%
ssw_test	large	large	water	NA	0.56	0.56	0.00	7056	100%
alnSeq	large	large	needle	byte	3.28	3.25	0.02	768408	99%
alnSeq	large	large	water	byte	3.77	3.72	0.05	768404	100%
alnSeq	large	large	scan	byte	7.19	7.15	0.04	771032	100%
alnSeq	large	large	needle	mid	2.99	2.94	0.05	768408	99%
alnSeq	large	large	water	mid	3.57	3.52	0.04	768344	99%
alnSeq	large	large	scan	mid	8.09	8.03	0.05	771044	99%
alnSeq	large	large	needle	fast	2.07	2.03	0.04	768356	99%
alnSeq	large	large	water	fast	2.09	2.03	0.05	768300	99%
alnSeq	large	large	scan	fast	6.95	6.88	0.06	770972	100%
bio-align	large	large	needle	NA	3.26	2.80	0.45	6142716	99%
emboss	large	large	needle	NA	28.73	27.78	0.94	12295472	99%
emboss	large	large	water	NA	13.25	12.67	0.54	6157188	99%
alnSeq	large	large	needle	two-bit	6.99	6.84	0.14	192768	99%
alnSeq	large	large	water	two-bit	6.54	6.45	0.08	192640	99%
alnSeq	large	large	scan	two-bit	10.67	10.54	0.12	195328	99%
alnSeq	large	large	hirschberg	byte	7.03	7.02	0.00	1280	99%
alnSeq	large	large	hirschberg	two-bit	11.75	11.75	0.00	1152	100%
alnSeq	large	large	hirschberg	mid	6.65	6.65	0.00	1280	100%
alnSeq	large	large	hirschberg	fast	2.18	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.51	3.51	0.00	5120	100%
ssw_test	large	large	water	NA	0.59	0.59	0.00	7056	100%
alnSeq	large	large	needle	byte	3.25	3.20	0.04	768304	100%
alnSeq	large	large	water	byte	3.74	3.68	0.05	768392	99%
alnSeq	large	large	scan	byte	7.21	7.17	0.04	770932	100%
alnSeq	large	large	needle	mid	2.99	2.94	0.04	768424	100%
alnSeq	large	large	water	mid	3.57	3.51	0.05	768364	99%
alnSeq	large	large	scan	mid	8.08	8.02	0.05	771044	99%
alnSeq	large	large	needle	fast	2.07	2.02	0.04	768372	100%
alnSeq	large	large	water	fast	2.09	2.04	0.04	768388	99%
alnSeq	large	large	scan	fast	6.95	6.91	0.04	771056	99%
bio-align	large	large	needle	NA	3.24	2.78	0.46	6142712	99%
emboss	large	large	needle	NA	28.97	27.99	0.97	12295408	99%
emboss	large	large	water	NA	15.23	14.76	0.46	6157316	99%
alnSeq	large	large	needle	two-bit	6.98	6.87	0.11	192640	99%
alnSeq	large	large	water	two-bit	6.53	6.45	0.08	192768	99%
alnSeq	large	large	scan	two-bit	10.76	10.64	0.11	195328	99%
alnSeq	large	large	hirschberg	byte	7.01	7.01	0.00	1280	99%
alnSeq	large	large	hirschberg	two-bit	11.75	11.75	0.00	1152	99%
alnSeq	large	large	hirschberg	mid	6.64	6.64	0.00	1280	100%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	100%
bio-align	large	large	hirschberg	NA	3.51	3.51	0.00	4992	100%
ssw_test	large	large	water	NA	0.57	0.56	0.00	7056	100%
alnSeq	large	large	needle	byte	3.25	3.19	0.06	768312	100%
alnSeq	large	large	water	byte	3.73	3.69	0.04	768408	99%
alnSeq	large	large	scan	byte	7.20	7.13	0.06	770960	99%
alnSeq	large	large	needle	mid	2.99	2.94	0.04	768364	100%
alnSeq	large	large	water	mid	3.57	3.51	0.05	768364	100%
alnSeq	large	large	scan	mid	8.08	8.00	0.08	770948	100%
alnSeq	large	large	needle	fast	2.07	2.02	0.05	768392	100%
alnSeq	large	large	water	fast	2.09	2.03	0.06	768280	100%
alnSeq	large	large	scan	fast	6.95	6.87	0.08	771004	99%
bio-align	large	large	needle	NA	3.24	2.78	0.46	6142716	99%
emboss	large	large	needle	NA	28.18	27.21	0.95	12295488	99%
emboss	large	large	water	NA	13.50	13.05	0.44	6157152	99%
alnSeq	large	large	needle	two-bit	7.00	6.88	0.11	192768	99%
alnSeq	large	large	water	two-bit	6.54	6.45	0.09	192640	99%
alnSeq	large	large	scan	two-bit	10.67	10.57	0.09	195328	99%
alnSeq	large	large	hirschberg	byte	7.02	7.02	0.00	1280	100%
alnSeq	large	large	hirschberg	two-bit	11.75	11.74	0.00	1152	99%
alnSeq	large	large	hirschberg	mid	6.70	6.69	0.00	1280	99%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	100%
bio-align	large	large	hirschberg	NA	3.51	3.51	0.00	4992	99%
ssw_test	large	large	water	NA	0.56	0.56	0.00	7056	100%
alnSeq	large	large	needle	byte	3.25	3.19	0.05	768356	99%
alnSeq	large	large	water	byte	3.73	3.68	0.04	768376	100%
alnSeq	large	large	scan	byte	7.19	7.13	0.05	770948	99%
alnSeq	large	large	needle	mid	2.99	2.92	0.07	768376	99%
alnSeq	large	large	water	mid	3.57	3.50	0.06	768348	100%
alnSeq	large	large	scan	mid	8.08	8.05	0.03	770988	99%
alnSeq	large	large	needle	fast	2.08	2.03	0.05	768316	99%
alnSeq	large	large	water	fast	2.09	2.04	0.04	768352	99%
alnSeq	large	large	scan	fast	6.95	6.89	0.05	771000	99%
bio-align	large	large	needle	NA	3.24	2.77	0.46	6142712	100%
emboss	large	large	needle	NA	28.74	27.81	0.92	12295260	99%
emboss	large	large	water	NA	13.48	13.03	0.44	6157080	99%
alnSeq	large	large	needle	two-bit	6.99	6.87	0.12	192768	100%
alnSeq	large	large	water	two-bit	6.54	6.43	0.10	192640	99%
alnSeq	large	large	scan	two-bit	10.89	10.77	0.11	195328	99%
alnSeq	large	large	hirschberg	byte	7.17	7.17	0.00	1408	99%
alnSeq	large	large	hirschberg	two-bit	11.80	11.80	0.00	1024	99%
alnSeq	large	large	hirschberg	mid	6.64	6.64	0.00	1408	100%
alnSeq	large	large	hirschberg	fast	2.17	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.62	3.61	0.00	4992	99%
ssw_test	large	large	water	NA	0.56	0.56	0.00	7056	100%
alnSeq	large	large	needle	byte	3.31	3.25	0.05	768416	99%
alnSeq	large	large	water	byte	3.76	3.71	0.04	768384	99%
alnSeq	large	large	scan	byte	7.21	7.14	0.06	770976	99%
alnSeq	large	large	needle	mid	2.99	2.95	0.03	768328	99%
alnSeq	large	large	water	mid	3.57	3.51	0.05	768352	99%
alnSeq	large	large	scan	mid	8.08	7.99	0.08	770988	100%
alnSeq	large	large	needle	fast	2.07	2.03	0.04	768316	99%
alnSeq	large	large	water	fast	2.09	2.03	0.05	768400	99%
alnSeq	large	large	scan	fast	6.95	6.86	0.09	770984	100%
bio-align	large	large	needle	NA	3.24	2.78	0.45	6142716	99%
emboss	large	large	needle	NA	28.04	27.03	0.99	12295436	99%
emboss	large	large	water	NA	13.42	12.95	0.46	6157184	99%
alnSeq	large	large	needle	two-bit	6.99	6.88	0.11	192768	100%
alnSeq	large	large	water	two-bit	6.53	6.40	0.13	192640	99%
alnSeq	large	large	scan	two-bit	10.69	10.60	0.09	195328	100%
alnSeq	large	large	hirschberg	byte	7.09	7.09	0.00	1280	99%
alnSeq	large	large	hirschberg	two-bit	11.76	11.75	0.00	1152	99%
alnSeq	large	large	hirschberg	mid	6.65	6.65	0.00	1408	100%
alnSeq	large	large	hirschberg	fast	2.18	2.17	0.00	1280	99%
bio-align	large	large	hirschberg	NA	3.50	3.50	0.00	4992	99%
ssw_test	large	large	water	NA	0.59	0.59	0.00	7056	99%
alnSeq	large	large	needle	byte	3.25	3.19	0.05	768328	99%
alnSeq	large	large	water	byte	3.81	3.77	0.04	768340	99%
alnSeq	large	large	scan	byte	7.20	7.15	0.05	771052	99%
alnSeq	large	large	needle	mid	2.99	2.95	0.03	768360	99%
alnSeq	large	large	water	mid	3.57	3.52	0.05	768308	99%
alnSeq	large	large	scan	mid	8.07	8.03	0.04	771032	99%
alnSeq	large	large	needle	fast	2.09	2.02	0.06	768324	99%
alnSeq	large	large	water	fast	2.09	2.03	0.05	768320	99%
alnSeq	large	large	scan	fast	6.95	6.91	0.03	770956	99%
bio-align	large	large	needle	NA	3.25	2.78	0.46	6142712	99%
emboss	large	large	needle	NA	28.16	27.17	0.97	12295616	99%
emboss	large	large	water	NA	13.25	12.72	0.52	6157084	99%
alnSeq	large	ramKiller	needle	two-bit	50.25	49.41	0.82	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.56	45.83	0.73	1369600	99%
alnSeq	large	ramKiller	scan	two-bit	87.55	86.71	0.83	1379000	99%
alnSeq	large	ramKiller	hirschberg	byte	50.07	50.06	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	two-bit	84.09	84.09	0.00	1408	99%
alnSeq	large	ramKiller	hirschberg	mid	47.48	47.46	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	15.51	15.50	0.00	1664	99%
bio-align	large	ramKiller	hirschberg	NA	24.93	24.93	0.00	6372	100%
ssw_test	large	ramKiller	water	NA	3.18	3.15	0.03	322980	99%
alnSeq	large	ramKiller	needle	two-bit	49.84	49.09	0.74	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.97	46.27	0.70	1369728	99%
alnSeq	large	ramKiller	scan	two-bit	87.59	86.83	0.75	1379052	99%
alnSeq	large	ramKiller	hirschberg	byte	50.04	50.04	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	two-bit	83.88	83.87	0.00	1408	99%
alnSeq	large	ramKiller	hirschberg	mid	47.42	47.40	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	15.50	15.50	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	24.94	24.93	0.00	6376	99%
ssw_test	large	ramKiller	water	NA	3.18	3.13	0.04	322980	99%
alnSeq	large	ramKiller	needle	two-bit	49.89	49.14	0.74	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.60	45.90	0.70	1369728	99%
alnSeq	large	ramKiller	scan	two-bit	87.48	86.72	0.75	1378932	99%
alnSeq	large	ramKiller	hirschberg	byte	50.03	50.03	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	two-bit	84.26	84.25	0.00	1280	99%
alnSeq	large	ramKiller	hirschberg	mid	47.64	47.55	0.05	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	15.51	15.51	0.00	1664	100%
bio-align	large	ramKiller	hirschberg	NA	24.97	24.97	0.00	6504	100%
ssw_test	large	ramKiller	water	NA	3.02	2.98	0.04	322980	100%
alnSeq	large	ramKiller	needle	two-bit	49.84	49.09	0.74	1369728	99%
alnSeq	large	ramKiller	water	two-bit	46.65	45.92	0.71	1369600	99%
alnSeq	large	ramKiller	scan	two-bit	87.81	86.89	0.87	1378864	99%
alnSeq	large	ramKiller	hirschberg	byte	50.05	50.05	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	two-bit	84.07	84.06	0.00	1280	99%
alnSeq	large	ramKiller	hirschberg	mid	47.63	47.60	0.01	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	15.51	15.50	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	24.93	24.93	0.00	6252	99%
ssw_test	large	ramKiller	water	NA	3.16	3.08	0.08	322980	100%
alnSeq	large	ramKiller	needle	two-bit	49.95	49.20	0.73	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.58	45.85	0.71	1369600	99%
alnSeq	large	ramKiller	scan	two-bit	88.17	87.23	0.88	1378984	99%
alnSeq	large	ramKiller	hirschberg	byte	50.05	50.05	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	two-bit	83.86	83.85	0.00	1408	99%
alnSeq	large	ramKiller	hirschberg	mid	47.47	47.45	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	15.52	15.51	0.00	1664	99%
bio-align	large	ramKiller	hirschberg	NA	24.90	24.90	0.00	6400	100%
ssw_test	large	ramKiller	water	NA	3.01	2.98	0.03	322976	99%
alnSeq	large	ramKiller	needle	two-bit	50.14	49.45	0.68	1369728	99%
alnSeq	large	ramKiller	water	two-bit	46.63	45.92	0.69	1369472	99%
alnSeq	large	ramKiller	scan	two-bit	88.02	87.21	0.78	1378832	99%
alnSeq	large	ramKiller	hirschberg	byte	50.08	50.07	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	two-bit	84.17	84.16	0.00	1408	99%
alnSeq	large	ramKiller	hirschberg	mid	47.43	47.41	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	15.51	15.50	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.01	25.00	0.00	6400	99%
ssw_test	large	ramKiller	water	NA	3.17	3.13	0.04	324004	99%
alnSeq	large	ramKiller	needle	two-bit	50.13	49.42	0.70	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.78	46.04	0.73	1369728	99%
alnSeq	large	ramKiller	scan	two-bit	87.97	87.31	0.65	1378912	99%
alnSeq	large	ramKiller	hirschberg	byte	50.04	50.04	0.00	1664	100%
alnSeq	large	ramKiller	hirschberg	two-bit	83.84	83.83	0.00	1408	99%
alnSeq	large	ramKiller	hirschberg	mid	47.40	47.38	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	15.52	15.52	0.00	1664	99%
bio-align	large	ramKiller	hirschberg	NA	24.96	24.96	0.00	6528	99%
ssw_test	large	ramKiller	water	NA	3.16	3.08	0.07	322976	99%
alnSeq	large	ramKiller	needle	two-bit	50.12	49.31	0.80	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.61	45.94	0.67	1369600	100%
alnSeq	large	ramKiller	scan	two-bit	87.84	87.11	0.73	1378976	99%
alnSeq	large	ramKiller	hirschberg	byte	50.11	50.11	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	two-bit	84.39	84.38	0.00	1408	99%
alnSeq	large	ramKiller	hirschberg	mid	47.44	47.42	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	15.51	15.50	0.00	1664	99%
bio-align	large	ramKiller	hirschberg	NA	25.31	25.26	0.04	6400	99%
ssw_test	large	ramKiller	water	NA	3.00	2.98	0.01	322980	99%
alnSeq	large	ramKiller	needle	two-bit	49.98	49.29	0.69	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.68	45.99	0.68	1369600	99%
alnSeq	large	ramKiller	scan	two-bit	87.58	86.83	0.75	1378976	99%
alnSeq	large	ramKiller	hirschberg	byte	50.03	50.03	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	two-bit	83.93	83.93	0.00	1280	99%
alnSeq	large	ramKiller	hirschberg	mid	47.46	47.44	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	15.52	15.52	0.00	1664	100%
bio-align	large	ramKiller	hirschberg	NA	24.99	24.98	0.00	6400	99%
ssw_test	large	ramKiller	water	NA	3.15	3.12	0.03	322980	100%
alnSeq	large	ramKiller	needle	two-bit	49.89	49.17	0.72	1369600	99%
alnSeq	large	ramKiller	water	two-bit	46.90	46.03	0.83	1369600	99%
alnSeq	large	ramKiller	scan	two-bit	87.69	86.79	0.87	1378988	99%
alnSeq	large	ramKiller	hirschberg	byte	50.36	50.33	0.02	1536	99%
alnSeq	large	ramKiller	hirschberg	two-bit	84.58	84.48	0.06	1152	99%
alnSeq	large	ramKiller	hirschberg	mid	47.48	47.46	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	15.52	15.52	0.00	1664	100%
bio-align	large	ramKiller	hirschberg	NA	24.99	24.98	0.00	6400	99%
ssw_test	large	ramKiller	water	NA	3.01	2.98	0.02	322980	100%
alnSeq	ramKiller	small	needle	two-bit	3.13	3.08	0.04	88320	100%
alnSeq	ramKiller	small	water	two-bit	2.99	2.94	0.04	88448	99%
alnSeq	ramKiller	small	scan	two-bit	5.57	5.53	0.04	99392	99%
alnSeq	ramKiller	small	hirschberg	byte	3.16	3.16	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	two-bit	5.33	5.29	0.02	4096	99%
alnSeq	ramKiller	small	hirschberg	mid	3.01	3.01	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	fast	0.99	0.98	0.00	4224	99%
Command terminated by signal 11
bio-align	ramKiller	small	hirschberg	NA	1.64	1.63	0.00	14620	99%
ssw_test	ramKiller	small	water	NA	0.14	0.14	0.00	9204	99%
alnSeq	ramKiller	small	needle	byte	1.46	1.44	0.01	346684	99%
alnSeq	ramKiller	small	water	byte	1.68	1.64	0.04	346464	99%
alnSeq	ramKiller	small	scan	byte	3.81	3.78	0.02	357604	99%
alnSeq	ramKiller	small	needle	mid	1.35	1.34	0.00	346672	99%
alnSeq	ramKiller	small	water	mid	1.60	1.60	0.00	346464	100%
alnSeq	ramKiller	small	scan	mid	4.30	4.28	0.02	357608	99%
alnSeq	ramKiller	small	needle	fast	0.95	0.93	0.02	346596	100%
alnSeq	ramKiller	small	water	fast	0.96	0.92	0.03	346528	99%
alnSeq	ramKiller	small	scan	fast	3.62	3.58	0.03	357656	99%
bio-align	ramKiller	small	needle	NA	1.48	1.27	0.20	2757536	100%
emboss	ramKiller	small	needle	NA	17.26	16.80	0.45	5523660	99%
emboss	ramKiller	small	water	NA	11.88	11.65	0.22	2772432	99%
alnSeq	ramKiller	small	needle	two-bit	3.14	3.09	0.05	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.93	2.91	0.01	88448	99%
alnSeq	ramKiller	small	scan	two-bit	5.50	5.44	0.05	99488	99%
alnSeq	ramKiller	small	hirschberg	byte	3.16	3.16	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	two-bit	5.29	5.29	0.00	4096	100%
alnSeq	ramKiller	small	hirschberg	mid	3.03	3.03	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	fast	0.99	0.98	0.00	4352	99%
Command terminated by signal 11
bio-align	ramKiller	small	hirschberg	NA	1.63	1.63	0.00	14620	99%
ssw_test	ramKiller	small	water	NA	0.15	0.14	0.00	9208	99%
alnSeq	ramKiller	small	needle	byte	1.47	1.44	0.02	346612	99%
alnSeq	ramKiller	small	water	byte	1.68	1.64	0.03	346448	100%
alnSeq	ramKiller	small	scan	byte	3.84	3.83	0.01	357596	100%
alnSeq	ramKiller	small	needle	mid	1.34	1.27	0.07	346636	99%
alnSeq	ramKiller	small	water	mid	1.60	1.57	0.02	346512	99%
alnSeq	ramKiller	small	scan	mid	4.28	4.24	0.04	357632	99%
alnSeq	ramKiller	small	needle	fast	0.94	0.90	0.03	346660	100%
alnSeq	ramKiller	small	water	fast	0.96	0.92	0.04	346444	99%
alnSeq	ramKiller	small	scan	fast	3.63	3.62	0.00	357540	100%
bio-align	ramKiller	small	needle	NA	1.47	1.26	0.20	2757536	100%
emboss	ramKiller	small	needle	NA	17.24	16.82	0.41	5523580	99%
